Year,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","29009","Estimated","Estimated using previous year's AADF on this link","London","City of London","A40","PU","532030","181448","Newgate St","A1",".25000000000000000","53.43","125.56","1027.04","21.77","186.25","49.350000000000001","5.0800000000000001","3.54","0.27000000000000002","0.17999999999999999","8.9999999999999997E-2","58.509999999999998","1419.1400000000001"
"2000","38269","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3","PU","532830","180640","LA Boundary","Arthur St/Fish St Hill",".19000000000000000","179.34999999999999","201.13","1826.54","195.75","279.17000000000002","38.649999999999999","2.6499999999999999","4.6299999999999999","2.6499999999999999","1.29","0.94999999999999996","50.829999999999998","2553.4099999999999"
"2000","38433","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533700","180900","Minories","A1210",".12000000000000000","53.43","97.069999999999993","847.96000000000004","41.909999999999997","152.91","36.200000000000003","1.3200000000000001","1.54","0.54000000000000004","0.58999999999999997","0.85999999999999999","41.049999999999997","1180.9000000000001"
"2000","38702","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","531780","180870","Upper Thames St","A201",".19000000000000000","8.5099999999999998","103.15000000000001","985.49000000000001","8.9100000000000001","128.59999999999999","20","2.9900000000000002","0.47999999999999998","0.14000000000000001","0.27000000000000002","0.14000000000000001","24.02","1250.1700000000001"
"2000","46074","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1","PU","532140","181400","A40","A1211",".19000000000000000","40.009999999999998","155.27000000000001","1399.9300000000001","19.800000000000001","224.74000000000001","36.880000000000003","3.27","0.60999999999999999","0.81999999999999995","0.47999999999999998","0.40999999999999998","42.460000000000001","1842.1900000000001"
"2000","46432","Estimated","Estimated using previous year's AADF on this link","London","City of London","A40","PU","531850","181380","A4208","Edward St",".43000000000000000","534.23000000000002","579","3692.29","177.49000000000001","619.00999999999999","109.23","2.7000000000000002","3.02","0.79000000000000004","1.1100000000000001","1.5899999999999999","118.44","5186.2200000000003"
"2000","48574","Estimated","Estimated using previous year's AADF on this link","London","City of London","A501","PU","532750","181670","A1211","LA Boundary",".12000000000000000","52.210000000000001","93.900000000000006","889.83000000000004","38.869999999999997","126.55","24.809999999999999","1.22","1.3599999999999999","0.64000000000000001","0.17999999999999999","8.9999999999999997E-2","28.300000000000001","1177.46"
"2000","48683","Counted","Manual count","London","City of London","A3211","PU","531700","180830","A201","Puddle Dock",".06000000000000000","13.15","80.260000000000005","1140.78","24.989999999999998","131.22999999999999","26.079999999999998","2.02","2.2200000000000002","1.9300000000000002","0.66000000000000003","0.34000000000000002","33.25","1410.52"
"2000","48687","Estimated","Estimated from nearby links","London","City of London","A10","PU","533220","181460","London Wall","Houndsditch",".06000000000000000","42.659999999999997","56.109999999999999","373.56","18.050000000000001","60.780000000000001","22.23","1.0900000000000001","0.66000000000000003","8.9999999999999997E-2","0.14000000000000001","7.0000000000000007E-2","24.27","532.77999999999997"
"2000","56427","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533650","181000","Goodman's Yard","Bevis Marks",".25000000000000000","23.039999999999999","29.120000000000001","295.48000000000002","54.789999999999999","82.099999999999994","15.15","0.27000000000000002","0","0","0","0","15.42","476.92000000000002"
"2000","56614","Counted","Manual count","London","City of London","A201","PU","531650","180600","LA Boundary","A3211",".19000000000000000","76.549999999999997","183.91","3357.0999999999999","66.269999999999996","449.41000000000003","91.239999999999995","5.7800000000000002","4.9000000000000004","2.8599999999999999","2.1800000000000002","1.02","107.98","4164.6700000000001"
"2000","58155","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533670","180860","Goodman's Yard","A100/A1210/A1211 mid-intersection",".12000000000000000","14.109999999999999","44.68","801.78999999999996","23.949999999999999","97.840000000000003","41.460000000000001","1.5","1.0900000000000001","0.54000000000000004","0.14000000000000001","0.54000000000000004","45.270000000000003","1013.53"
"2000","58306","Counted","Manual count","London","City of London","A3211","PU","532000","180850","Puddle Dock","A300",".43000000000000000","90.810000000000002","456.12","6462.8199999999997","172.88999999999999","1120.3699999999999","248.62","22.539999999999999","28.579999999999998","12.220000000000001","10.16","9.6799999999999997","331.81","8544.0100000000002"
"2000","58310","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533400","181290","St Botolph St roundabout","Outwich St",".25000000000000000","67.950000000000003","95.709999999999994","892.60000000000002","38.280000000000001","164.84","31.93","0.45000000000000001","1.1799999999999999","0.45000000000000001","0","8.9999999999999997E-2","34.109999999999999","1225.54"
"2000","75396","Estimated","Estimated from nearby links","London","City of London","A201","PU","531640","180830","Victoria Embankment","Queen Victoria St",".06000000000000000","25.52","61.299999999999997","1119.03","22.09","149.80000000000001","30.41","1.9300000000000002","1.6299999999999999","0.94999999999999996","0.72999999999999998","0.34000000000000002","35.990000000000002","1388.22"
"2000","75397","Estimated","Estimated from nearby links","London","City of London","A3","PU","532870","180800","Arthur St/Fish St Hill","Gracechurch St",".06000000000000000","59.780000000000001","67.040000000000006","608.85000000000002","65.25","93.060000000000002","12.880000000000001","0.88","1.54","0.88","0.42999999999999999","0.32000000000000001","16.940000000000001","851.13999999999999"
"2000","75398","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3","PU","532800","180778","Upper Thames St","King William St",".06000000000000000","3.04","6.2800000000000002","1.1799999999999999","24.449999999999999","4.5099999999999998","1.22","0.32000000000000001","0.34000000000000002","0.20000000000000001","0","0.14000000000000001","2.2200000000000002","38.649999999999999"
"2000","75399","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3","PU","532910","180750","King William St","Upper Thames St",".06000000000000000","0.64000000000000001","5.6699999999999999","31.050000000000001","1.77","5.0599999999999996","1.79","5.0000000000000003E-2","0.14000000000000001","5.0000000000000003E-2","0","0","2.02","45.560000000000002"
"2000","75400","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","532600","180780","Queen St Place","Arthur St",".25000000000000000","64.959999999999994","402.62","4735.5900000000001","97.069999999999993","710.88","180.71000000000001","20.140000000000001","56.43","12.699999999999999","15.970000000000001","7.6200000000000001","293.56999999999999","6239.7399999999998"
"2000","75401","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","532800","180720","Arthur St","Fish St Hill",".06000000000000000","17.120000000000001","70.560000000000002","1335.76","31.370000000000001","135.74000000000001","53.520000000000003","9.7799999999999994","10.5","7.3499999999999996","5.7400000000000002","5.1699999999999999","92.060000000000002","1665.49"
"2000","75402","Estimated","Estimated from nearby links","London","City of London","A1211","PU","533270","181470","Bishopsgate","Outwich St",".06000000000000000","16.420000000000002","34.659999999999997","338.66000000000003","10.16","55.109999999999999","11.359999999999999","0.68000000000000005","0.54000000000000004","0.11","5.0000000000000003E-2","5.0000000000000003E-2","12.789999999999999","451.38"
"2000","75403","Estimated","Estimated from nearby links","London","City of London","A1211","PU","533240","181420","London Wall","Outwich St",".06000000000000000","16.420000000000002","34.659999999999997","338.66000000000003","10.16","55.109999999999999","11.359999999999999","0.68000000000000005","0.54000000000000004","0.11","5.0000000000000003E-2","5.0000000000000003E-2","12.789999999999999","451.38"
"2000","75404","Estimated","Estimated from nearby links","London","City of London","A11","PU","533640","181200","Bevis Marks","Whitechapel High St",".12000000000000000","37.780000000000001","58.020000000000003","563.91999999999996","37.420000000000002","120.79000000000001","31.620000000000001","1.6800000000000002","0.58999999999999997","0.58999999999999997","0.27000000000000002","0.17999999999999999","34.93","815.08000000000004"
"2001","6751","Counted","Manual count","London","City of London","A201","PU","531650","181040","A3211","St Bride St",".19000000000000000","143.63","234.47","2842.1100000000001","40.350000000000001","395.18000000000001","110.84","5.9900000000000002","4.0800000000000001","1.8399999999999999","2.79","1.1599999999999999","126.69","3638.79"
"2001","8618","Counted","Manual count","London","City of London","A3211","PU","533000","180669","Fish St Hill","LA Boundary",".37000000000000000","173.5","609.63999999999999","5265.0799999999999","154.72","1184.03","208.06999999999999","46.539999999999999","52.390000000000001","15.51","20","10.210000000000001","352.72000000000003","7566.1999999999998"
"2001","8619","Estimated","Estimated using previous year's AADF on this link","London","City of London","A300","PU","532400","180700","LA Boundary","A3211",".12000000000000000","80.510000000000005","121.56999999999999","465.85000000000002","13.83","91.760000000000005","18.370000000000001","3.8599999999999999","8.4800000000000004","6.7999999999999998","2.6800000000000002","2.8100000000000001","43","736.00999999999999"
"2001","16177","Estimated","Estimated using previous year's AADF on this link","London","City of London","A10","PU","533300","181600","Houndsditch","LA Boundary",".37000000000000000","244.66999999999999","243.31","2328.3299999999999","170.37","439","97.709999999999994","3.6699999999999999","5.4400000000000004","1.3599999999999999","0.81999999999999995","2.3100000000000001","111.31","3292.3299999999999"
"2001","16400","Estimated","Estimated from nearby links","London","City of London","A40","PU","532050","181300","Edward St","Cheapside",".06000000000000000","13.81","58.329999999999998","436.31999999999999","6.5800000000000001","74.689999999999998","11.34","1.1799999999999999","0.17999999999999999","0.25","0.14000000000000001","0.16","13.25","589.15999999999997"
"2001","17915","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","532500","181570","A501","A1",".37000000000000000","69.400000000000006","115.26000000000001","2004.1900000000001","26.260000000000002","285.63","74.709999999999994","4.3499999999999996","3.54","1.9100000000000001","1.6299999999999999","0.81999999999999995","86.959999999999994","2518.3000000000002"
"2001","18468","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","531350","180820","LA Boundary","A201 Blackfriars Bridge",".31000000000000000","132.22","592.28999999999996","5413.8400000000001","0","293.02999999999997","590.82000000000005","392.13999999999999","10.210000000000001","8.1600000000000001","3.0600000000000001","0.11","1004.5","7303.6599999999999"
"2001","18599","Estimated","Estimated using previous year's AADF on this link","London","City of London","A11","PU","533627","181289","A1211","LA Boundary",".12000000000000000","39.149999999999999","65.359999999999999","527.26999999999998","37.240000000000002","120.43000000000001","29.170000000000002","1.8100000000000001","0.54000000000000004","0.54000000000000004","0.23000000000000001","0.23000000000000001","32.520000000000003","782.82000000000005"
"2001","18600","Estimated","Estimated using previous year's AADF on this link","London","City of London","A4","PU","531270","181300","LA Boundary","High Holborn",".37000000000000000","95.390000000000001","214.46000000000001","1232.21","17.960000000000001","220.18000000000001","35.240000000000002","1.9100000000000001","0.68000000000000005","0","0.40999999999999998","0.27000000000000002","38.509999999999998","1723.3199999999999"
"2001","18604","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533000","181485","Bishopsgate","A501",".31000000000000000","106.26000000000001","244.15000000000001","1978.95","63.280000000000001","343.38","65.549999999999997","4.6500000000000004","3.0600000000000001","0.68000000000000005","0.23000000000000001","0.45000000000000001","74.620000000000005","2704.3699999999999"
"2001","26078","Counted","Manual count","London","City of London","A1","PU","532100","182000","A1211","LA Boundary",".37000000000000000","110.23","151.87","2188.1700000000001","63.409999999999997","340.47000000000003","104.92","3.54","2.8599999999999999","4.6299999999999999","2.1800000000000002","0.68000000000000005","118.8","2862.7199999999998"
"2001","26430","Estimated","Estimated using previous year's AADF on this link","London","City of London","A40","PU","531300","181580","LA Boundary","Holborn Circus",".19000000000000000","101.79000000000001","143.22","1792.1099999999999","110.36","263.93000000000001","31.77","3.8100000000000001","3.7400000000000002","2.1099999999999999","0.20000000000000001","0.27000000000000002","41.909999999999997","2351.54"
"2001","26775","Estimated","Estimated using previous year's AADF on this link","London","City of London","A201","PU","531600","181400","St Bride St","LA Boundary",".25000000000000000","233.97","473.01999999999998","2561.6700000000001","43.729999999999997","586.04999999999995","118.39","9.0700000000000003","7.0800000000000001","2","1.45","1.45","139.44","3803.9000000000001"
"2001","27959","Counted","Manual count","London","City of London","A1211","PU","533400","181370","St Botolph St roundabout","Outwich St",".25000000000000000","28.489999999999998","74.569999999999993","471.38","32.109999999999999","120.84","19.41","2.3599999999999999","0.64000000000000001","0.54000000000000004","0","0","22.949999999999999","721.86000000000001"
"2001","28214","Estimated","Estimated using previous year's AADF on this link","London","City of London","A4208","PU","531499","181359","Farringdon St","High Holborn",".25000000000000000","78.200000000000003","166.93000000000001","945.02999999999997","13.25","170.46000000000001","31.210000000000001","1.9100000000000001","0.81999999999999995","0.17999999999999999","0","0","34.109999999999999","1329.78"
"2001","28745","Estimated","Estimated using previous year's AADF on this link","London","City of London","A10","PU","532950","180910","A3","London Wall",".43000000000000000","309.42000000000002","442.62","2444.9099999999999","125.73999999999999","424.20999999999998","143.36000000000001","8.2599999999999998","4.29","0.64000000000000001","0.94999999999999996","0.64000000000000001","158.13","3595.5999999999999"
"2001","29009","Estimated","Estimated using previous year's AADF on this link","London","City of London","A40","PU","532030","181448","Newgate St","A1",".25000000000000000","55.340000000000003","141.52000000000001","960.26999999999998","21.68","185.69999999999999","45.539999999999999","5.5300000000000002","3.3599999999999999","0.27000000000000002","0.17999999999999999","8.9999999999999997E-2","54.979999999999997","1364.1600000000001"
"2001","38269","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3","PU","532830","180640","LA Boundary","Arthur St/Fish St Hill",".19000000000000000","185.75","226.71000000000001","1707.8099999999999","194.80000000000001","278.35000000000002","35.649999999999999","2.8599999999999999","4.3499999999999996","2.4500000000000002","1.22","1.1599999999999999","47.700000000000003","2455.3600000000001"
"2001","38433","Counted","Manual count","London","City of London","A1211","PU","533700","180900","Minories","A1210",".12000000000000000","21.5","54.210000000000001","984.63","36.420000000000002","153.59","44.590000000000003","2.8599999999999999","3.04","1.0900000000000001","0.81999999999999995","1.1299999999999999","53.520000000000003","1282.3800000000001"
"2001","38702","Counted","Manual count","London","City of London","A3211","PU","531780","180870","Upper Thames St","A201",".19000000000000000","9.9299999999999997","61.240000000000002","1231.73","13.949999999999999","127.98","45.109999999999999","4.4900000000000002","3.27","0.75","1.5600000000000001","0.60999999999999999","55.789999999999999","1490.6900000000001"
"2001","46074","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1","PU","532140","181400","A40","A1211",".19000000000000000","41.439999999999998","175","1308.96","19.73","224.06","34.020000000000003","3.54","0.54000000000000004","0.75","0.40999999999999998","0.47999999999999998","39.740000000000002","1767.48"
"2001","46432","Counted","Manual count","London","City of London","A40","PU","531850","181380","A4208","Edward St",".43000000000000000","232.90000000000001","359.91000000000003","3377.4699999999998","194.96000000000001","448.81999999999999","99.859999999999999","8.5700000000000003","5.5600000000000005","0.94999999999999996","0.32000000000000001","0.32000000000000001","115.58","4496.7299999999996"
"2001","48574","Estimated","Estimated using previous year's AADF on this link","London","City of London","A501","PU","532750","181670","A1211","LA Boundary",".12000000000000000","54.07","105.83","831.99000000000001","38.689999999999998","126.15000000000001","22.91","1.3200000000000001","1.27","0.58999999999999997","0.17999999999999999","8.9999999999999997E-2","26.350000000000001","1129.01"
"2001","48683","Counted","Manual count","London","City of London","A3211","PU","531700","180830","A201","Puddle Dock",".06000000000000000","20.870000000000001","119.91","794.10000000000002","15.81","141.91","36.810000000000002","3.9500000000000002","4.04","0.81999999999999995","0.47999999999999998","0.5","46.579999999999998","1118.3099999999999"
"2001","48687","Estimated","Estimated from nearby links","London","City of London","A10","PU","533220","181460","London Wall","Houndsditch",".06000000000000000","44.200000000000003","63.229999999999997","349.26999999999998","17.960000000000001","60.600000000000001","20.48","1.1799999999999999","0.60999999999999999","8.9999999999999997E-2","0.14000000000000001","8.9999999999999997E-2","22.59","513.65999999999997"
"2001","56427","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533650","181000","Goodman's Yard","Bevis Marks",".25000000000000000","23.859999999999999","32.840000000000003","276.24000000000001","54.520000000000003","81.829999999999998","13.970000000000001","0.27000000000000002","0","0","0","0","14.24","459.68000000000001"
"2001","56614","Estimated","Estimated using previous year's AADF on this link","London","City of London","A201","PU","531650","180600","LA Boundary","A3211",".19000000000000000","79.269999999999996","207.25","3138.9000000000001","65.930000000000007","448.04000000000002","84.099999999999994","6.2599999999999998","4.6299999999999999","2.6499999999999999","1.97","1.22","100.84","3960.96"
"2001","58155","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533670","180860","Goodman's Yard","A100/A1210/A1211 mid-intersection",".12000000000000000","14.609999999999999","50.350000000000001","749.66999999999996","23.809999999999999","97.569999999999993","38.240000000000002","1.6299999999999999","1.04","0.5","0.14000000000000001","0.64000000000000001","42.18","963.58000000000004"
"2001","58306","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","532000","180850","Puddle Dock","A300",".43000000000000000","94.140000000000001","514.07000000000005","6042.7399999999998","171.94","1117.04","229.25","24.449999999999999","26.989999999999998","11.43","9.3699999999999992","11.59","313.07999999999998","8158.8500000000004"
"2001","58310","Estimated","Estimated using previous year's AADF on this link","London","City of London","A1211","PU","533400","181290","St Botolph St roundabout","Outwich St",".25000000000000000","70.400000000000006","107.87","834.53999999999996","38.100000000000001","164.38","29.48","0.45000000000000001","1.0900000000000001","0.45000000000000001","0","8.9999999999999997E-2","31.57","1176.46"
"2001","75396","Estimated","Estimated from nearby links","London","City of London","A201","PU","531640","180830","Victoria Embankment","Queen Victoria St",".06000000000000000","26.420000000000002","69.079999999999998","1046.3","21.98","149.34999999999999","28.030000000000001","2.0899999999999999","1.54","0.88","0.66000000000000003","0.40999999999999998","33.609999999999999","1320.3199999999999"
"2001","75397","Estimated","Estimated from nearby links","London","City of London","A3","PU","532870","180800","Arthur St/Fish St Hill","Gracechurch St",".06000000000000000","61.920000000000002","75.569999999999993","569.26999999999998","64.930000000000007","92.780000000000001","11.880000000000001","0.94999999999999996","1.45","0.81999999999999995","0.40999999999999998","0.39000000000000001","15.9","818.45000000000005"
"2001","75398","Counted","Manual count","London","City of London","A3","PU","532800","180778","Upper Thames St","King William St",".06000000000000000","3.1499999999999999","7.0800000000000001","1.1100000000000001","24.309999999999999","4.5099999999999998","1.1100000000000001","0.34000000000000002","0.32000000000000001","0.17999999999999999","0","0.16","2.1099999999999999","39.119999999999997"
"2001","75399","Counted","Manual count","London","City of London","A3","PU","532910","180750","King William St","Upper Thames St",".06000000000000000","0.66000000000000003","6.4000000000000004","29.030000000000001","1.77","5.0300000000000002","1.6600000000000001","5.0000000000000003E-2","0.14000000000000001","5.0000000000000003E-2","0","0","1.8799999999999999","44.109999999999999"
"2001","75400","Counted","Manual count","London","City of London","A3211","PU","532600","180780","Queen St Place","Arthur St",".25000000000000000","67.310000000000002","453.77999999999997","4427.7799999999997","96.620000000000005","708.71000000000004","166.56","21.77","53.07","11.880000000000001","14.609999999999999","9.0700000000000003","276.97000000000003","5963.8500000000004"
"2001","75401","Counted","Manual count","London","City of London","A3211","PU","532800","180720","Arthur St","Fish St Hill",".06000000000000000","17.760000000000002","79.519999999999996","1248.9400000000001","31.210000000000001","135.33000000000001","49.350000000000001","10.57","9.8900000000000006","6.8499999999999996","5.2400000000000002","6.1699999999999999","88.069999999999993","1583.0699999999999"
"2001","75402","Estimated","Estimated from nearby links","London","City of London","A1211","PU","533270","181470","Bishopsgate","Outwich St",".06000000000000000","17.010000000000002","39.079999999999998","316.63999999999999","10.119999999999999","54.950000000000003","10.48","0.75","0.5","0.11","5.0000000000000003E-2","7.0000000000000007E-2","11.949999999999999","432.74000000000001"
"2001","75403","Estimated","Estimated from nearby links","London","City of London","A1211","PU","533240","181420","London Wall","Outwich St",".06000000000000000","17.010000000000002","39.079999999999998","316.63999999999999","10.119999999999999","54.950000000000003","10.48","0.75","0.5","0.11","5.0000000000000003E-2","7.0000000000000007E-2","11.949999999999999","432.74000000000001"
"2001","75404","Estimated","Estimated from nearby links","London","City of London","A11","PU","533640","181200","Bevis Marks","Whitechapel High St",".12000000000000000","39.149999999999999","65.359999999999999","527.26999999999998","37.240000000000002","120.43000000000001","29.170000000000002","1.8100000000000001","0.54000000000000004","0.54000000000000004","0.23000000000000001","0.23000000000000001","32.520000000000003","782.82000000000005"
"2002","6751","Estimated","Estimated using previous year's AADF on this link","London","City of London","A201","PU","531650","181040","A3211","St Bride St",".19000000000000000","137.03","220.65000000000001","2535.1799999999998","46.68","357.62","113.83","6.6699999999999999","4.4900000000000002","1.5600000000000001","2.25","1.1599999999999999","129.96000000000001","3290.0799999999999"
"2002","8618","Estimated","Estimated using previous year's AADF on this link","London","City of London","A3211","PU","533000","180669","Fish St Hill","LA Boundary",".37000000000000000","165.47","573.71000000000004","4696.3999999999996","178.94999999999999","1071.5","213.65000000000001","51.710000000000001","58.109999999999999","13.06","16.059999999999999","10.34","362.93000000000001","6883.4899999999998"
"2002","8619","Counted","Manual count","London","City of London","A300","PU","532400","180700","LA Boundary","A3211",".12000000000000000","76.840000000000003","114.40000000000001","415.54000000000002","15.970000000000001","83.049999999999997","18.870000000000001","4.3099999999999996","9.4299999999999997","5.7199999999999998","2.1800000000000002","2.8100000000000001","43.32","672.27999999999997"
"2002","16177","Counted","Manual count","London","City of London","A10","PU","533300","181600","Houndsditch","LA Boundary",".37000000000000000","209.56","199.49000000000001","2060.3899999999999","206.30000000000001","291.48000000000002","83.959999999999994","6.1200000000000001","7.4800000000000004","1.0900000000000001","0.40999999999999998","0.54000000000000004","99.609999999999999","2857.2800000000002"
"2002","16400","Estimated","Estimated from nearby links","London","City of London","A40","PU","532050","181300","Edward St","Cheapside",".06000000000000000","13.18","54.890000000000001","389.19","7.5999999999999996","67.590000000000003","11.630000000000001","1.3200000000000001","0.20000000000000001","0.20000000000000001","0.11","0.16","13.630000000000001","532.88999999999999"
"2002","17915","Counted","Manual count","London","City of London","A1211","PU","532500","181570","A501","A1",".37000000000000000","94.299999999999997","151.87","2077.9499999999998","36.329999999999998","259.63999999999999","60.829999999999998","6.7999999999999998","8.1600000000000001","2.9900000000000002","2.4500000000000002","0.94999999999999996","82.189999999999998","2607.98"
"2002","18468","Counted","Manual count","London","City of London","A3211","PU","531350","180820","LA Boundary","A201 Blackfriars Bridge",".31000000000000000","291.55000000000001","667.80999999999995","5569.6499999999996","144.13","1039.54","143.44999999999999","14.630000000000001","19.5","4.54","4.0800000000000001","3.0600000000000001","189.27000000000001","7610.3999999999996"
